 dimension	transform	wavelet	boundary_mode	category	backend	max_coeff	abs_tol	max_abs	pcc	passed	error
2d	lwt2d+ilwt2d_roundtrip	rbio2.6	periodic	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.6	antisymmetric	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.6	smooth	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.6	reflect	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.6	antireflect	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	symmetric	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	zero	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	constant	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	periodic	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	antisymmetric	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	smooth	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	reflect	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio2.8	antireflect	Large / Sensitive	standalone	1.41421	0.00707105	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	symmetric	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	zero	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	constant	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	periodic	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	antisymmetric	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	smooth	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	reflect	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.1	antireflect	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	symmetric	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	zero	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	constant	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	periodic	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	antisymmetric	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	smooth	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.3	reflect	Compact	standalone	2.12132	0.000212132	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
